ixdat version = 0.2.0dev
name = extended_platinum_ec
technique = EC
tstamp = 1580466722.0
backend_name = BackendBase(none, address=none)
id = 11
timecol 'time/s' for: '$U_{RHE}$ / [V]' and 'raw_current' and 'selector'
aliases = {"t": ["time/s"], "raw_potential": ["$U_{RHE}$ / [V]"], "raw_current": ["raw_current"], "selector": ["selector"]}
N_header_lines = 11

time/s,	$U_{RHE}$ / [V],	raw_current,	selector
16381.073847770691,	0.50414744,	0.001916279464975166,	2
16381.227947711945,	0.5010892299999999,	0.001815442295907965,	2
16381.382047891617,	0.49813505999999996,	0.001732004372418817,	2
16381.53614783287,	0.49486737,	0.001643161045552339,	2
16381.690247774124,	0.49201460999999996,	0.00154653792597579,	2
16381.844347715378,	0.48859063999999996,	0.001466123573991895,	2
16381.99844789505,	0.48560266999999996,	0.001391390185167228,	2
16382.152547836304,	0.48245332999999996,	0.0013042947842681,	2
16382.306647777557,	0.47931157999999996,	0.001225466846151383,	2
16382.460747718811,	0.47589512,	0.001149671582656917,	2
16382.614847660065,	0.47287846999999994,	0.001087553669186902,	2
16382.768947839737,	0.46985199999999994,	0.001010425316057325,	2
16382.92304778099,	0.46654607,	0.0009497069643740474,	2
16383.077147722244,	0.46333259,	0.0008933900584249255,	2
16383.231247663498,	0.46019664,	0.0008255402641812945,	2
16383.38534784317,	0.45706378999999997,	0.0007676366753599281,	2
16383.539447784424,	0.4540359,	0.0007200617454307078,	2
16383.693547725677,	0.45096945,	0.0006658459474536277,	2
16383.847647666931,	0.4478487,	0.0006125461205273453,	2
16384.001747846603,	0.44468485999999996,	0.0005688792227278028,	2
16384.155847787857,	0.44161905999999995,	0.0005271139669659,	2
16384.30994772911,	0.43852665999999996,	0.0004820038071379311,	2
16384.464047670364,	0.43526434999999997,	0.0004306817809809514,	2
16384.618147850037,	0.43227910999999997,	0.0003995944582006244,	2
16384.77224779129,	0.42901461999999996,	0.0003674340052839719,	2
16384.926347732544,	0.42575623999999995,	0.0003262229673085806,	2
16385.080447673798,	0.42268961,	0.0002947775177835569,	2
16385.23454785347,	0.41961818999999995,	0.0002654986383970751,	2
16385.388647794724,	0.41638468999999995,	0.0002320320647625825,	2
16385.542747735977,	0.41351880999999996,	0.0002004288924500387,	2
16385.69684767723,	0.41010739999999996,	0.0001744013874698191,	2
16385.850947618484,	0.407292,	0.000152170690173312,	2
16386.005047798157,	0.40397208999999995,	0.0001196985102795927,	2
16386.15914773941,	0.40100902,	9.32405790206735e-05,	2
16386.313247680664,	0.39778696999999996,	7.743294028820938e-05,	2
16386.467347621918,	0.39491128999999997,	4.829228208797843e-05,	2
16386.62144780159,	0.39188169999999994,	2.022873700766644e-05,	2
16386.775547742844,	0.38860460999999996,	6.318287141531705e-06,	2
16386.929647684097,	0.38575801,	-1.312389069299682e-05,	2
16387.08374762535,	0.38224396,	-4.367079458487489e-05,	2
16387.237847805023,	0.37947651,	-6.077379851586755e-05,	2
16387.391947746277,	0.37661220999999995,	-7.764822952272877e-05,	2
16387.54604768753,	0.37367606,	-0.0001004895206886027,	2
16387.700147628784,	0.3703081,	-0.0001256517004445145,	2
16387.854247808456,	0.36762765,	-0.0001402396549313703,	2
16388.00834774971,	0.36454825999999996,	-0.0001613581837705737,	2
16388.162447690964,	0.36137789,	-0.0001923465114784867,	2
16388.316547632217,	0.35843961999999996,	-0.0002148957127665621,	2
16388.47064781189,	0.35530512999999997,	-0.0002292960755961556,	2
16388.624747753143,	0.35213249999999996,	-0.0002607979957974834,	2
16388.778847694397,	0.34924191,	-0.0002841153747674173,	2
16388.93294763565,	0.34625575,	-0.0003056929334997512,	2
16389.087047576904,	0.34319775999999996,	-0.0003390675408464111,	2
16389.241147756577,	0.34027999,	-0.00036881240965957,	2
16389.39524769783,	0.33716735,	-0.0004005995884583822,	2
16389.549347639084,	0.33421984,	-0.0004363590377025554,	2
16389.703447580338,	0.33105220999999996,	-0.0004719695634205091,	2
16389.85754776001,	0.3280802,	-0.0005117243268852548,	2
16390.011647701263,	0.32517655999999995,	-0.0005542638132762902,	2
16390.165747642517,	0.32191589,	-0.0006055013119924436,	2
16390.31984758377,	0.31898080999999995,	-0.0006719449177033376,	2
16390.473947763443,	0.31582063,	-0.0007138333312838759,	2
16390.628047704697,	0.31302249,	-0.0007777382314494725,	2
16390.78214764595,	0.30994436,	-0.0008358061160267591,	2
16390.936247587204,	0.30696246,	-0.0009049246550299379,	2
16391.090347766876,	0.30402541,	-0.0009886174493775133,	2
16391.24444770813,	0.30074027,	-0.001056083810956582,	2
16391.398547649384,	0.29768925999999996,	-0.00114734717670243,	2
16391.552647590637,	0.29475866999999994,	-0.001242788196650566,	2
16391.70674777031,	0.29173322999999995,	-0.001325514705379848,	2
16391.860847711563,	0.28851204999999996,	-0.00142068437637941,	2
16392.014947652817,	0.28553482999999996,	-0.001539971919272517,	2
16392.16904759407,	0.28239580999999997,	-0.001629681978739805,	2
16392.323147535324,	0.27954053999999995,	-0.001766975669708442,	2
16392.477247714996,	0.27618845999999997,	-0.001855124617639398,	2
16392.63134765625,	0.27327655999999995,	-0.001973409055955444,	2
16392.785447597504,	0.27015593,	-0.002063940058547103,	2
16392.939547538757,	0.26699575,	-0.002171169170007731,	2
16393.09364771843,	0.26374827999999995,	-0.002294565136524245,	2
16393.247747659683,	0.26067176,	-0.00236966570901212,	2
16393.401847600937,	0.2576861,	-0.00245601488177867,	2
16393.55594754219,	0.25445279,	-0.002567897359521558,	2
16393.710047721863,	0.25162604,	-0.002605467136190438,	2
16393.864147663116,	0.24848138999999997,	-0.002666979354010581,	2
16394.01824760437,	0.24497034999999995,	-0.002747828910641771,	2
16394.172347545624,	0.24188702999999995,	-0.002761165809823361,	2
16394.326447725296,	0.23887853999999997,	-0.002843247034482037,	2
16394.48054766655,	0.23557978999999996,	-0.002844884772983824,	2
16394.634647607803,	0.23263936999999996,	-0.002859957948740971,	2
16394.788747549057,	0.22936623999999994,	-0.002866625538931867,	2
16394.94284772873,	0.22630797999999996,	-0.002897039482441917,	2
16395.096947669983,	0.22310032999999996,	-0.002951810984842707,	2
16395.251047611237,	0.22023101999999994,	-0.002966818696125015,	2
16395.40514755249,	0.21693395999999998,	-0.002988805290749784,	2
16395.559247732162,	0.21380736999999994,	-0.003066618711789646,	2
16395.713347673416,	0.21065113000000002,	-0.003085149090061141,	2
16395.86744761467,	0.20746650999999994,	-0.003142841587293003,	2
16396.021547555923,	0.20420720999999997,	-0.00323673593825388,	2
16396.175647497177,	0.20124211999999997,	-0.003281147236003021,	2
16396.32974767685,	0.19797821999999998,	-0.003403378347765731,	2
16396.483847618103,	0.19492348999999998,	-0.00349336761505676,	2
16396.637947559357,	0.19191547999999992,	-0.00354916395362094,	2
16396.79204750061,	0.18863138000000002,	-0.003662451492905699,	2
16396.946147680283,	0.18550166,	-0.003800148088059219,	2
16397.100247621536,	0.18237515999999998,	-0.003918469116220971,	2
16397.25434756279,	0.17929509,	-0.004066993489545596,	2
16397.408447504044,	0.17622395999999996,	-0.004192309284416079,	2
16397.562547683716,	0.17322160999999991,	-0.004377143503825807,	2
16397.71664762497,	0.16988309999999995,	-0.004506724499022216,	2
16397.870747566223,	0.16660394999999995,	-0.004678159371203749,	2
16398.024847507477,	0.16386433999999994,	-0.004902703532885924,	2
16398.17894768715,	0.16070213999999994,	-0.005058142951172434,	2
16398.333047628403,	0.15734121,	-0.005249109964478631,	2
16398.487147569656,	0.15436008,	-0.005445170635449061,	2
16398.64124751091,	0.15133734999999993,	-0.005563469109990688,	2
16398.795347690582,	0.1482673,	-0.005720364360959542,	2
16398.949447631836,	0.14515855999999994,	-0.005930069961406811,	2
16399.10354757309,	0.14232555000000002,	-0.006032302125625479,	2
16399.257647514343,	0.13918640999999998,	-0.00617180697627974,	2
16399.411747455597,	0.13595976999999992,	-0.006268779455267159,	2
16399.56584763527,	0.13314547999999993,	-0.006381678269563901,	2
16399.719947576523,	0.12992963000000002,	-0.006402102456573397,	2
16399.874047517776,	0.12712248999999998,	-0.006472792474757033,	2
16400.02814745903,	0.12395813999999994,	-0.006549223630628251,	2
16400.182247638702,	0.12106349999999999,	-0.006560173158646057,	2
16400.336347579956,	0.11769898999999995,	-0.006494860121617509,	2
16400.49044752121,	0.11486997999999993,	-0.006521567736507979,	2
16400.644547462463,	0.11171408999999999,	-0.006405102697294329,	2
16400.798647642136,	0.10872086999999997,	-0.006364995930901562,	2
16400.95274758339,	0.10584791999999998,	-0.006364624551823843,	2
16401.106847524643,	0.10286744999999997,	-0.006256894176000956,	2
16401.260947465897,	0.09976228999999992,	-0.006208594712718549,	2
16401.41504764557,	0.09663042,	-0.00619411303054096,	2
16401.569147586823,	0.09354080999999992,	-0.006112336012790515,	2
16401.723247528076,	0.09074207999999995,	-0.006083863809083882,	2
16401.87734746933,	0.08775796999999996,	-0.006095600874470794,	2
16402.031447649002,	0.08452727999999998,	-0.006115623810911998,	2
16402.185547590256,	0.08170296999999993,	-0.006145821790492757,	2
16402.33964753151,	0.07855196999999992,	-0.006207939885407077,	2
16402.493747472763,	0.07565995999999997,	-0.00635837142090849,	2
16402.647847414017,	0.07256194999999999,	-0.006468752566299474,	2
16402.80194759369,	0.06943496999999998,	-0.0066817160155416,	2
16402.956047534943,	0.06638100000000002,	-0.006985525283125932,	2
16403.110147476196,	0.06361844999999999,	-0.007293615727921074,	2
16403.26424741745,	0.060470369999999996,	-0.007726919457868284,	2
16403.418347597122,	0.057277709999999926,	-0.00829402729679566,	2
16403.572447538376,	0.05429371999999999,	-0.008934081782879882,	2
16403.72654747963,	0.051372379999999995,	-0.009744348806538516,	2
16403.880647420883,	0.04814048999999998,	-0.0108083468671358,	2
16404.034747600555,	0.045274049999999955,	-0.0120397294822271,	2
16404.18884754181,	0.04215033999999995,	-0.01367922030790015,	2
16404.342947483063,	0.0390819,	-0.01550500321783815,	2
16404.427747488022,	0.037220269999999944,	-0.01670247875154018,	2
16404.42914748192,	0.037792529999999935,	-0.01703879795968533,	2
16404.44454741478,	0.03760180000000002,	-0.01610441288600367,	2
16404.52934741974,	0.03910245999999995,	-0.007371269536361261,	2
16404.68344759941,	0.04231461999999997,	-0.001468289922886525,	2
16404.837547540665,	0.045382759999999966,	0.0006604046828711505,	2
16404.99164748192,	0.04834505999999994,	0.00176689700780075,	2
16405.145747423172,	0.051471799999999956,	0.002283586731040912,	2
16405.299847602844,	0.05443259999999994,	0.002541928574372429,	2
16405.453947544098,	0.05755593999999997,	0.002697442417044866,	2
16405.60804748535,	0.06061132999999996,	0.002713976886502854,	2
16405.762147426605,	0.06359472999999993,	0.002754963729405204,	2
16405.916247606277,	0.06650181999999993,	0.002765272547592929,	2
16406.07034754753,	0.06962599999999997,	0.002777879982503791,	2
16406.224447488785,	0.0727643,	0.002799626577651364,	2
16406.37854743004,	0.07566209999999995,	0.002847233545450576,	2
16406.532647371292,	0.07886888999999997,	0.002937150185030925,	2
16406.686747550964,	0.08181425999999992,	0.00298718257015114,	2
16406.840847492218,	0.08479967,	0.003075866352313973,	2
16406.99494743347,	0.08788803,	0.003222694572844704,	2
16407.149047374725,	0.09086503999999995,	0.003287013680362237,	2
16407.303147554398,	0.09388848999999999,	0.003415474133656046,	2
16407.45724749565,	0.09679046000000002,	0.003597226996283766,	2
16407.611347436905,	0.09978195999999995,	0.003669604700825675,	2
16407.76544737816,	0.10297550999999994,	0.003821354063713589,	2
16407.91954755783,	0.10594192000000002,	0.003988366226620813,	2
16408.073647499084,	0.10883215000000002,	0.004072058414589047,	2
16408.227747440338,	0.11197742,	0.004197752762276186,	2
16408.38184738159,	0.11495681999999996,	0.004338021462814819,	2
16408.535947561264,	0.11788483999999999,	0.004457443357653357,	2
16408.690047502518,	0.12099251,	0.004616345885232617,	2
16408.84414744377,	0.1239905,	0.004610005834415995,	2
16408.998247385025,	0.12726035000000002,	0.004756464636235078,	2
16409.152347564697,	0.13024999999999998,	0.004743491219739229,	2
16409.30644750595,	0.13319422999999997,	0.004806680659726118,	2
16409.460547447205,	0.13622221,	0.004887194491254854,	2
16409.61464738846,	0.13925107999999997,	0.004841934614906659,	2
16409.768747329712,	0.14265026999999997,	0.004850973061064814,	2
16409.922847509384,	0.14548602,	0.004871862578375331,	2
16410.076947450638,	0.14861472999999992,	0.004781537506683295,	2
16410.23104739189,	0.15137126999999995,	0.004735903201354627,	2
16410.385147333145,	0.15449437,	0.004707845819215628,	2
16410.539247512817,	0.15769614999999992,	0.004596168322824862,	2
16410.69334745407,	0.16084440999999994,	0.004611964892852732,	2
16410.847447395325,	0.16390254999999998,	0.004418537222734165,	2
16411.00154733658,	0.16694721,	0.004324498320545669,	2
16411.15564751625,	0.17005797999999994,	0.004212053606970696,	2
16411.309747457504,	0.17306306999999999,	0.00409504247890792,	2
16411.463847398758,	0.17644234999999997,	0.004023651173642919,	2
16411.61794734001,	0.17948116999999997,	0.00389769871623416,	2
16411.772047519684,	0.18278857999999998,	0.003781997985591784,	2
16411.926147460938,	0.18574932,	0.003719591881495482,	2
16412.08024740219,	0.18893333999999995,	0.003581402299274672,	2
16412.234347343445,	0.19204433999999992,	0.003488902205582907,	2
16412.388447523117,	0.19539715999999996,	0.003426148616085013,	2
16412.54254746437,	0.19818176999999992,	0.003300571684285894,	2
16412.696647405624,	0.20155902999999997,	0.003255606621743836,	2
16412.850747346878,	0.20453228999999995,	0.003154289426065991,	2
16413.00484728813,	0.20760842999999995,	0.003042839223623904,	2
16413.158947467804,	0.21087994999999993,	0.002956614296507738,	2
16413.313047409058,	0.21409990999999995,	0.002910624280673962,	2
16413.46714735031,	0.21712947,	0.002816411831658067,	2
16413.621247291565,	0.22035708999999998,	0.002760130131725033,	2
16413.775347471237,	0.22346954999999996,	0.002687539975528216,	2
16413.92944741249,	0.22667262,	0.002651536590592187,	2
16414.083547353745,	0.22976704999999997,	0.002566539639368655,	2
16414.237647294998,	0.23276760999999996,	0.00252679175064459,	2
16414.39174747467,	0.23595752999999997,	0.002490307490072442,	2
16414.545847415924,	0.23902267,	0.002448873268825619,	2
16414.699947357178,	0.24223705999999995,	0.002368934009713712,	2
16414.85404729843,	0.24539216999999997,	0.00235422536439588,	2
16415.008147478104,	0.24854840999999994,	0.002278387570171828,	2
16415.162247419357,	0.25159212999999997,	0.002229567417354621,	2
16415.31634736061,	0.25461459,	0.002205929219682531,	2
16415.470447301865,	0.25784399999999996,	0.002140151092887553,	2
16415.624547481537,	0.26109313999999995,	0.002086261462267973,	2
16415.77864742279,	0.26415102999999995,	0.00205465567798389,	2
16415.932747364044,	0.26730974999999996,	0.001983369858688827,	2
16416.086847305298,	0.2702386,	0.001933959806169117,	2
16416.24094724655,	0.27319573999999996,	0.001876678975637289,	2
16416.395047426224,	0.27652758,	0.001844075841502944,	2
16416.549147367477,	0.27954580999999995,	0.001793672764159149,	2
16416.70324730873,	0.28280597999999996,	0.00171760294189746,	2
16416.857347249985,	0.28576639,	0.001669252328270709,	2
16417.011447429657,	0.28875686999999994,	0.001600031594747996,	2
16417.16554737091,	0.29199816999999995,	0.001533361254382634,	2
16417.319647312164,	0.29480632999999995,	0.001490478291951635,	2
16417.473747253418,	0.29814303,	0.001409670831576362,	2
16417.62784743309,	0.30099463,	0.001353493514593671,	2
16417.781947374344,	0.30409117999999996,	0.00129118031283508,	2
16417.936047315598,	0.30695079999999997,	0.001229022728591853,	2
16418.09014725685,	0.31000535999999995,	0.001162583092892522,	2
16418.244247436523,	0.31303313,	0.001114709042351189,	2
16418.398347377777,	0.31602579,	0.001049170353873648,	2
16418.55244731903,	0.31905820999999995,	0.001018813588671916,	2
16418.706547260284,	0.32232462999999995,	0.0009486186023482251,	2
16418.860647439957,	0.32500165,	0.000906537136252333,	2
16419.01474738121,	0.32832472999999995,	0.000861220485046759,	2
16419.168847322464,	0.3311921,	0.0008243315294302368,	2
16419.322947263718,	0.33440074,	0.0007898104550483915,	2
16419.47704720497,	0.33724895,	0.0007579731057972255,	2
16419.631147384644,	0.34021556,	0.0007281622214680324,	2
16419.785247325897,	0.34320937999999995,	0.0007051273743989576,	2
16419.93934726715,	0.3465352,	0.0006760641624548843,	2
16420.093447208405,	0.34938284,	0.0006600768013573901,	2
16420.247547388077,	0.35244058999999994,	0.0006438179611919365,	2
16420.40164732933,	0.35523942,	0.0006212875539789806,	2
16420.555747270584,	0.35842662999999997,	0.0006173086411987317,	2
16420.709847211838,	0.36157077,	0.0006068587414612518,	2
16420.86394739151,	0.36454937,	0.0005878933344609632,	2
16421.018047332764,	0.36755450999999995,	0.0005796364202088214,	2
16421.172147274017,	0.37049134999999994,	0.000577926925054253,	2
16421.32624721527,	0.37366225999999997,	0.0005712536193123782,	2
16421.480347394943,	0.37660302999999995,	0.0005610844377438133,	2
16421.634447336197,	0.37974882,	0.0005628496274831228,	2
16421.78854727745,	0.38298766999999995,	0.0005645194741408215,	2
16421.942647218704,	0.38563402999999996,	0.0005527392863227589,	2
16422.096747398376,	0.38881874,	0.0005534795770884022,	2
16422.25084733963,	0.39204275,	0.0005639419338224899,	2
16422.404947280884,	0.39497959,	0.0005563108846148813,	2
16422.559047222137,	0.39815049999999996,	0.0005557532991695552,	2
16422.71314740181,	0.40108161999999997,	0.0005649067683655504,	2
16422.867247343063,	0.4042148,	0.0005655516700993728,	2
16423.021347284317,	0.40735337,	0.0005588388461857767,	2
16423.17544722557,	0.41044759,	0.0005688946545450695,	2
16423.329547166824,	0.41369198999999995,	0.0005747381610625747,	2
16423.483647346497,	0.41686269,	0.0005725005415657975,	2
16423.63774728775,	0.41990992,	0.0005735652546836117,	2
16423.791847229004,	0.42302661999999996,	0.0005880079549622896,	2
16423.945947170258,	0.42595371,	0.0005865849325980225,	2
16424.10004734993,	0.42933467,	0.0005850707484911541,	2
16424.254147291183,	0.43238352999999996,	0.0005986312147813764,	2
16424.408247232437,	0.4355961,	0.0006106267480408614,	2
16424.56234717369,	0.43857628,	0.0006044105915871682,	2
16424.716447353363,	0.44178331,	0.0006131125370781917,	2
16424.870547294617,	0.44503586999999994,	0.0006224947317524931,	2
16425.02464723587,	0.44809347,	0.0006252081891001383,	2
16425.178747177124,	0.45121493999999995,	0.0006283868077379302,	2
16425.332847356796,	0.45423936,	0.0006403065975398529,	2
16425.48694729805,	0.45742067,	0.0006477661598615443,	2
16425.641047239304,	0.46065765,	0.0006500554928053938,	2
16425.795147180557,	0.46377489,	0.000655709513986481,	2
16425.94924736023,	0.46699223999999995,	0.000670480713396736,	2
16426.103347301483,	0.47018014999999996,	0.0006719898474805575,	2
16426.257447242737,	0.47315931,	0.0006774714745492981,	2
16426.41154718399,	0.47618699999999997,	0.0006973029268650156,	2
16426.565647125244,	0.47936987999999997,	0.0007016402410831204,	2
16426.719747304916,	0.48256272,	0.0007041551233346799,	2
16426.87384724617,	0.48571502999999994,	0.0007128415040661088,	2
16427.027947187424,	0.48891878999999994,	0.0007269499303373637,	2
16427.182047128677,	0.49191177999999997,	0.0007328906333974186,	2
16427.33614730835,	0.49497398,	0.0007373321519957301,	2
16427.490247249603,	0.49839470999999996,	0.0007555274264025216,	2
16427.644347190857,	0.5014262199999999,	0.0007635599271894038,	2
16427.79844713211,	0.50450565,	0.0007645581977538691,	2
16427.952547311783,	0.50749543,	0.0007787435663362905,	2
16428.106647253036,	0.51064627,	0.0007981431442230635,	2
16428.26074719429,	0.51383526,	0.0007988832786757416,	2
16428.414847135544,	0.51697445,	0.0008137593429133937,	2
16428.568947315216,	0.52002929,	0.0008282125984263268,	2
16428.72304725647,	0.5229391099999999,	0.0008378776437604346,	2
16428.877147197723,	0.52621294,	0.0008410286288237246,	2
16429.031247138977,	0.52913375,	0.000861102500272248,	2
16429.18534731865,	0.53226736,	0.0008777769269048075,	2
16429.339447259903,	0.53523621,	0.0008806465164639995,	2
16429.493547201157,	0.53831428,	0.0008938483922161702,	2
16429.64764714241,	0.54127189,	0.0009181723968171157,	2
16429.801747083664,	0.5443632599999999,	0.0009229443544450204,	2
16429.955847263336,	0.5472132399999999,	0.0009325323850832151,	2
16430.10994720459,	0.55042602,	0.0009573513956484467,	2
16430.264047145844,	0.5534756999999999,	0.0009722824870186742,	2
16430.418147087097,	0.55655813,	0.0009839832283893915,	2
16430.57224726677,	0.55933866,	0.001003237884793588,	2
16430.726347208023,	0.56251798,	0.001022621858637161,	2
16430.880447149277,	0.56551739,	0.001033932312582141,	2
16431.03454709053,	0.56856365,	0.001050468767887743,	2
16431.188647270203,	0.5716972,	0.00108127914505885,	2
16431.342747211456,	0.5745458099999999,	0.001099262277159972,	2
16431.49684715271,	0.5776099499999999,	0.001113101681382081,	2
16431.650947093964,	0.58076787,	0.001144383943760633,	2
16431.805047273636,	0.5835227,	0.001173418377102642,	2
16431.95914721489,	0.58683927,	0.001191917617024502,	2
16432.113247156143,	0.5896262,	0.00122163050289603,	2
16432.267347097397,	0.59277146,	0.001257450457971404,	2
16432.42144727707,	0.5957403099999999,	0.001292575465797696,	2
16432.575547218323,	0.59888844,	0.001320293359533226,	2
16432.729647159576,	0.60188833,	0.001362164157671265,	2
16432.88374710083,	0.60482907,	0.001404885992204771,	2
16433.037847042084,	0.60792613,	0.001442901453675188,	2
16433.191947221756,	0.61089996,	0.00148894454573277,	2
16433.34604716301,	0.61397983,	0.001547188584991734,	2
16433.500147104263,	0.6169854659999999,	0.001594743953368578,	2
16433.654247045517,	0.6200367099999999,	0.001649610279694916,	2
16433.80834722519,	0.623173934,	0.001715217881005281,	2
16433.962447166443,	0.626180489,	0.001784444331105976,	2
16434.116547107697,	0.629072193,	0.001849405601100772,	2
16434.27064704895,	0.632331688,	0.001929998519174307,	2
16434.424747228622,	0.6354280449999999,	0.002015446976384144,	2
16434.578847169876,	0.638459575,	0.002099169044406109,	2
16434.73294711113,	0.641513843,	0.002185411557295229,	2
16434.887047052383,	0.6445916859999999,	0.002289957658472515,	2
16435.041147232056,	0.6477608269999999,	0.002396357973860806,	2
16435.19524717331,	0.6510714329999999,	0.002498810136726679,	2
16435.349347114563,	0.654049039,	0.002619904690204285,	2
16435.503447055817,	0.6570731999999999,	0.002753460056545155,	2
16435.65754723549,	0.6603081749999999,	0.002874751833512204,	2
16435.811647176743,	0.663346283,	0.003009079042649651,	2
16435.965747117996,	0.666353848,	0.003158794522090207,	2
16436.11984705925,	0.669722166,	0.003310827000313904,	2
16436.273947238922,	0.6728238019999999,	0.003461734865429045,	2
16436.428047180176,	0.676083207,	0.003626491647144705,	2
16436.58214712143,	0.678900603,	0.003798602680609817,	2
16436.736247062683,	0.6821665769999999,	0.003958760453791843,	2
16436.890347003937,	0.6853736899999999,	0.004129162005756276,	2
16437.04444718361,	0.6885106679999999,	0.004315661680818605,	2
16437.198547124863,	0.691759754,	0.004485668712441715,	2
16437.352647066116,	0.694761489,	0.004656630187875946,	2
16437.50674700737,	0.697750574,	0.004838788131612523,	2
16437.660847187042,	0.700749478,	0.005013389870527324,	2
16437.814947128296,	0.7042670919999999,	0.005169220541958841,	2
16437.96904706955,	0.7074305878,	0.005334278381751684,	2
16438.123147010803,	0.7105762001,	0.005491794728975041,	2
16438.277247190475,	0.7132129698999999,	0.005579520372880828,	2
16438.43134713173,	0.7161899801,	0.005715788078875447,	2
16438.585447072983,	0.719300578,	0.005843103084290591,	2
16438.739547014236,	0.7225564925,	0.005935737012897978,	2
16438.89364719391,	0.725906437,	0.006009186680595364,	2
16439.047747135162,	0.728826358,	0.006080692501340024,	2
16439.201847076416,	0.7318159959999999,	0.006134445505067115,	2
16439.35594701767,	0.735235902,	0.006161339749520184,	2
16439.510047197342,	0.738251224,	0.006186440286936407,	2
16439.664147138596,	0.741426477,	0.006204791839469884,	2
16439.81824707985,	0.744510522,	0.006208449070928261,	2
16439.972347021103,	0.747622304,	0.006206172423892063,	2
16440.126446962357,	0.750550442,	0.006210595861494136,	2
16440.28054714203,	0.75390194,	0.006219599408259616,	2
16440.434647083282,	0.7568606099999999,	0.00621151724506612,	2
16440.588747024536,	0.759912621,	0.006215422729024145,	2
16440.74284696579,	0.763059501,	0.006230850614265308,	2
16440.896947145462,	0.7659877199999999,	0.006242728933810102,	2
16441.051047086716,	0.76905914,	0.00627190896124229,	2
16441.20514702797,	0.7721948399999999,	0.006315721851675171,	2
16441.359246969223,	0.775404282,	0.006369954041029968,	2
16441.513347148895,	0.778376658,	0.00643312677843115,	2
16441.66744709015,	0.781608474,	0.006507720006761988,	2
16441.821547031403,	0.784327608,	0.006584881289396442,	2
16441.975646972656,	0.787420523,	0.006636101826056701,	2
16442.12974715233,	0.7904165569999999,	0.00662738288281417,	2
16442.283847093582,	0.793553714,	0.00656419075810466,	2
16442.437947034836,	0.7964625839999999,	0.006396591185470145,	2
16442.59204697609,	0.799626481,	0.00616077736972688,	2
16442.74614715576,	0.8025894579999999,	0.005896316793497006,	2
16442.900247097015,	0.805481989,	0.005628154902558122,	2
16443.05434703827,	0.8085686009999999,	0.005350434112416785,	2
16443.208446979523,	0.8118419689999999,	0.005099611512896896,	2
16443.362546920776,	0.814722959,	0.004874220146346555,	2
16443.51664710045,	0.81801118,	0.004672460679516752,	2
16443.670747041702,	0.82080603,	0.004482687844814238,	2
16443.824846982956,	0.8238740999999999,	0.004329973562298514,	2
16443.97894692421,	0.8266759499999999,	0.004196856219823498,	2
16444.133047103882,	0.82983666,	0.004074740381074832,	2
16444.287147045135,	0.83296428,	0.003965975851166023,	2
16444.44124698639,	0.83618922,	0.003886169919265582,	2
16444.595346927643,	0.8391652,	0.00380006482629279,	2
16444.749447107315,	0.84189953,	0.003730776971756505,	2
16444.90354704857,	0.84489202,	0.003681859094863939,	2
16445.057646989822,	0.8480772,	0.003634189360527777,	2
16445.211746931076,	0.85118384,	0.003588148339079306,	2
16445.36584711075,	0.85417543,	0.003561775462710651,	2
16445.519947052002,	0.85725738,	0.003534471135914383,	2
16445.674046993256,	0.8603223799999999,	0.003509151218943359,	2
16445.82814693451,	0.8632386,	0.003489052852871049,	2
16445.98224711418,	0.86650854,	0.003487859004723232,	2
16446.136347055435,	0.8695191099999999,	0.003484523064010918,	2
16446.29044699669,	0.8725431699999999,	0.003472064941188728,	2
16446.444546937943,	0.87566621,	0.00347961516279896,	2
16446.598646879196,	0.87847817,	0.003480344117410678,	2
16446.75274705887,	0.8817562999999999,	0.003482590636276567,	2
16446.906847000122,	0.88500347,	0.00349934705418968,	2
16447.060946941376,	0.8879646,	0.003509416409125492,	2
16447.21504688263,	0.8911377199999999,	0.0035305311259064,	2
16447.3691470623,	0.89408499,	0.003551476480043239,	2
16447.523247003555,	0.89719778,	0.003573243387349552,	2
16447.67734694481,	0.90038834,	0.003596937403081452,	2
16447.831446886063,	0.9036383,	0.00363174690007402,	2
16447.985547065735,	0.90682643,	0.003655566762243254,	2
16448.13964700699,	0.9097587699999999,	0.003709234807547007,	2
16448.293746948242,	0.9129618399999999,	0.003730874985316949,	2
16448.447846889496,	0.91603714,	0.003772675901004725,	2
16448.601947069168,	0.91914431,	0.003803432904235073,	2
16448.75604701042,	0.9224575399999999,	0.003847237566355299,	2
16448.910146951675,	0.92555444,	0.003891358800558502,	2
16449.06424689293,	0.92851442,	0.003926942623770826,	2
16449.2183470726,	0.93171405,	0.003967781091672945,	2
16449.372447013855,	0.9348256399999999,	0.004018009015163651,	2
16449.52654695511,	0.93801693,	0.004046484189847849,	2
16449.680646896362,	0.94108812,	0.004087320179293252,	2
16449.834746837616,	0.94442673,	0.004134052161318708,	2
16449.98884701729,	0.94730395,	0.004167320756028915,	2
16450.142946958542,	0.9506530099999999,	0.004223968768827496,	2
16450.297046899796,	0.9535982399999999,	0.004258216287360179,	2
16450.45114684105,	0.9567922,	0.004283550211371437,	2
16450.60524702072,	0.95995926,	0.004311565638008247,	2
16450.759346961975,	0.96311172,	0.004344886910119652,	2
