ixdat version = 0.2.0dev
name = extended_platinum_ec
technique = EC
tstamp = 1580480022.056785
backend_name = BackendBase(none, address=none)
id = 7
timecol 'time/s' for: '$U_{RHE}$ / [V]' and '<I>/mA' and 'selector'
aliases = {"t": ["time/s"], "raw_potential": ["$U_{RHE}$ / [V]"], "raw_current": ["<I>/mA"], "selector": ["selector"]}
N_header_lines = 11

time/s,	$U_{RHE}$ / [V],	<I>/mA,	selector
402.3526952266693,	0.07807084999999991,	0.004260696984583152,	3
402.506795167923,	0.08125980999999993,	0.004260541955708047,	3
402.66089510917664,	0.08426866,	0.004348146137476805,	3
402.8149950504303,	0.08724047999999995,	0.004474120122723614,	3
402.96909499168396,	0.09047075999999998,	0.004552288602750004,	3
403.1231951713562,	0.09369953999999991,	0.004660212421951833,	3
403.27729511260986,	0.09684451999999999,	0.004881430286503077,	3
403.4313950538635,	0.09990730999999997,	0.004982532987745938,	3
403.5854949951172,	0.10302325999999995,	0.00520515170134022,	3
403.73959517478943,	0.10635408000000002,	0.005431316789652063,	3
403.8936951160431,	0.10937686999999996,	0.005590910414788611,	3
404.04779505729675,	0.11248417999999993,	0.005855115803184666,	3
404.2018949985504,	0.11567857999999998,	0.006024801186803319,	3
404.35599517822266,	0.11900833,	0.006196527579430816,	3
404.5100951194763,	0.12219121999999993,	0.006359130415318243,	3
404.66419506073,	0.12528368,	0.006378569179077167,	3
404.81829500198364,	0.12839003999999998,	0.006456381650296637,	3
404.9723951816559,	0.13145854999999995,	0.006367287664881295,	3
405.12649512290955,	0.13467589000000002,	0.006304014926230218,	3
405.2805950641632,	0.13779898999999995,	0.006276886054219659,	3
405.43469500541687,	0.1406299099999999,	0.006124260308847683,	3
405.5887951850891,	0.14403661999999995,	0.006039537146246457,	3
405.7428951263428,	0.1471245,	0.005895811449949134,	3
405.89699506759644,	0.15030803999999998,	0.005708446746840051,	3
406.0510950088501,	0.15333195999999993,	0.005508641176339674,	3
406.20519495010376,	0.15644647999999994,	0.005362205149072506,	3
406.359295129776,	0.15934636999999996,	0.005138284724266029,	3
406.51339507102966,	0.16277226,	0.005032897514936706,	3
406.6674950122833,	0.16575518,	0.004733613347766827,	3
406.821594953537,	0.16864994,	0.004558008959024473,	3
406.97569513320923,	0.17155763000000002,	0.004329959689136659,	3
407.1297950744629,	0.17495383999999992,	0.004148521307796804,	3
407.28389501571655,	0.17801829999999996,	0.00409045865662384,	3
407.4379949569702,	0.18112167,	0.003923987234490001,	3
407.59209513664246,	0.18377949999999998,	0.003856401245257907,	3
407.7461950778961,	0.18666121000000002,	0.003785384901071928,	3
407.9002950191498,	0.19011506,	0.003710317697993987,	3
408.05439496040344,	0.19315191999999992,	0.003660691736251727,	3
408.2084951400757,	0.19592288000000002,	0.003680455989664377,	3
408.36259508132935,	0.19884075999999995,	0.003611647763083884,	3
408.516695022583,	0.20192042,	0.003564804730308721,	3
408.67079496383667,	0.20508154999999995,	0.003712067523107196,	3
408.8248951435089,	0.20820412,	0.003498287767317101,	3
408.9789950847626,	0.21122953,	0.003472003434084374,	3
409.13309502601624,	0.21413274999999998,	0.003511412666084492,	3
409.2871949672699,	0.21707760999999998,	0.0034837282904427,	3
409.44129490852356,	0.21998509,	0.003517141490525129,	3
409.5953950881958,	0.22323632,	0.00353097679813498,	3
409.74949502944946,	0.22622426999999995,	0.00361573201370069,	3
409.9035949707031,	0.22894492,	0.003610923789792095,	3
410.0576949119568,	0.23228859999999996,	0.003721722669567606,	3
410.211795091629,	0.23524066,	0.003884416603010317,	3
410.3658950328827,	0.23800732999999996,	0.003765135340644238,	3
410.51999497413635,	0.24128609999999995,	0.00385762793426038,	3
410.67409491539,	0.24431218999999998,	0.00394597152081437,	3
410.82819509506226,	0.24770500999999995,	0.003874494665885866,	3
410.9822950363159,	0.25033202,	0.003840130437033337,	3
411.1363949775696,	0.25340475999999995,	0.003813137788672066,	3
411.29049491882324,	0.25637295,	0.00371229373183914,	3
411.4445950984955,	0.25951477999999994,	0.003622962751437531,	3
411.59869503974915,	0.26229422999999996,	0.003501781118858328,	3
411.7527949810028,	0.26548707,	0.003384789916132342,	3
411.90689492225647,	0.26845178,	0.00323508863975466,	3
412.0609951019287,	0.27155255999999994,	0.003090540488280419,	3
412.2150950431824,	0.27483081,	0.002980208821312946,	3
412.36919498443604,	0.27781494999999995,	0.002845173951864679,	3
412.5232949256897,	0.28094598,	0.002664231180699209,	3
412.67739510536194,	0.28408584,	0.002554693324978291,	3
412.8314950466156,	0.28726252999999996,	0.002406271850349674,	3
412.98559498786926,	0.28997092999999996,	0.002275252291020716,	3
413.1396949291229,	0.29326962999999995,	0.002192565603447688,	3
413.2937948703766,	0.29641193,	0.002060665330162616,	3
413.4478950500488,	0.29959352999999994,	0.001964855792220742,	3
413.6019949913025,	0.30280747999999996,	0.001886118054962416,	3
413.75609493255615,	0.30562919,	0.001786873144170247,	3
413.9101948738098,	0.30868675999999995,	0.001656484891965177,	3
414.06429505348206,	0.31198391,	0.001682413909909065,	3
414.2183949947357,	0.31542106999999997,	0.001545143497454392,	3
414.3724949359894,	0.31824746,	0.001492512106306153,	3
414.52659487724304,	0.32150322,	0.001391294304296319,	3
414.6806950569153,	0.32463919999999996,	0.001344526788555395,	3
414.83479499816895,	0.32805191999999994,	0.001252857826082964,	3
414.9888949394226,	0.33098542,	0.00118754276147123,	3
415.14299488067627,	0.33407727,	0.001129540193687672,	3
415.2970950603485,	0.33726378999999995,	0.001062877394016434,	3
415.4511950016022,	0.34043597999999997,	0.0009945438618803003,	3
415.60529494285583,	0.34358033,	0.0009510523799183684,	3
415.7593948841095,	0.34668126,	0.0008904324388582085,	3
415.91349506378174,	0.34973684,	0.0008394059100013136,	3
416.0675950050354,	0.35296794,	0.0008007002210266929,	3
416.22169494628906,	0.35612759,	0.0007617444172616384,	3
416.3757948875427,	0.35926221999999997,	0.0007271331294565293,	3
416.5298948287964,	0.36247164,	0.0006913489207013136,	3
416.6839950084686,	0.36552064999999995,	0.0006598976442576754,	3
416.8380949497223,	0.36880936999999997,	0.0006319398043191076,	3
416.99219489097595,	0.3716768,	0.0006043515979724714,	3
417.1462948322296,	0.37497112,	0.0005904856578293743,	3
417.30039501190186,	0.37816753999999997,	0.0005699679943001884,	3
417.4544949531555,	0.38133859,	0.0005460133381164183,	3
417.6085948944092,	0.38447006999999994,	0.0005420094981621933,	3
417.76269483566284,	0.38741135,	0.0005268783287769993,	3
417.9167950153351,	0.39065054,	0.0005084050900023144,	3
418.07089495658875,	0.39379042,	0.000504202947585625,	3
418.2249948978424,	0.39678174,	0.0004971300862144923,	3
418.37909483909607,	0.39980488999999997,	0.0004877709965827037,	3
418.5331950187683,	0.40295522999999994,	0.0004810307038880827,	3
418.687294960022,	0.40626980999999995,	0.0004795635111614488,	3
418.84139490127563,	0.40920083999999995,	0.0004724257107522785,	3
418.9954948425293,	0.41211471,	0.0004665588323965516,	3
419.14959502220154,	0.41527538999999997,	0.0004678937649371714,	3
419.3036949634552,	0.41841112999999996,	0.0004684993494503801,	3
419.45779490470886,	0.42122670999999995,	0.0004590590615333886,	3
419.6118948459625,	0.42433652,	0.0004634731630760126,	3
419.7659947872162,	0.42736303,	0.0004635912797502533,	3
419.9200949668884,	0.43034996999999997,	0.0004591556995313436,	3
420.0741949081421,	0.43339729,	0.0004606216166479268,	3
420.22829484939575,	0.43638246999999997,	0.0004719742532948434,	3
420.3823947906494,	0.43938945999999995,	0.0004637362850216428,	3
420.53649497032166,	0.44235562999999994,	0.0004636154906752753,	3
420.6905949115753,	0.44541597,	0.0004677492687632399,	3
420.844694852829,	0.44849195999999997,	0.000468390050427368,	3
420.99879479408264,	0.45145058,	0.0004676406175495255,	3
421.1528949737549,	0.45452556,	0.0004717669049435751,	3
421.30699491500854,	0.45762112,	0.0004778277853375017,	3
421.4610948562622,	0.46077000999999995,	0.0004758209429770125,	3
421.61519479751587,	0.46358591,	0.0004776399834321883,	3
421.7692949771881,	0.46645806,	0.0004852428071922044,	3
421.9233949184418,	0.46949841,	0.0004824917706165889,	3
422.07749485969543,	0.47260821,	0.000486369076192871,	3
422.2315948009491,	0.47564174,	0.0004997325082955061,	3
422.38569498062134,	0.47857289,	0.0004959464412127065,	3
422.539794921875,	0.48178588999999994,	0.000495885202662734,	3
422.69389486312866,	0.48470923999999993,	0.0005035983485363535,	3
422.8479948043823,	0.48768301,	0.0005074537524913277,	3
423.002094745636,	0.49059022999999996,	0.0005067754358174838,	3
423.1561949253082,	0.49384127,	0.0005123583377034981,	3
423.3102948665619,	0.49683678,	0.0005216480837065282,	3
423.46439480781555,	0.49984357999999995,	0.0005197915177131852,	3
423.6184947490692,	0.5027516399999999,	0.0005229030120177548,	3
423.77259492874146,	0.5058706399999999,	0.0005312098900659198,	3
423.9266948699951,	0.50911905,	0.0005340844861070459,	3
424.0807948112488,	0.5119478799999999,	0.000533820636140948,	3
424.23489475250244,	0.51505614,	0.0005505376613647639,	3
424.3889949321747,	0.51816028,	0.0005468658617014271,	3
424.54309487342834,	0.5212593,	0.0005469737314675299,	3
424.697194814682,	0.52442386,	0.0005567419528631941,	3
424.85129475593567,	0.5272928699999999,	0.0005614825730683422,	3
425.0053949356079,	0.53047208,	0.0005622763518473,	3
425.1594948768616,	0.53373551,	0.0005688244250475769,	3
425.31359481811523,	0.53693916,	0.0005758854445503999,	3
425.4676947593689,	0.53975632,	0.0005768764002065589,	3
425.62179493904114,	0.54312403,	0.0005803033820891042,	3
425.7758948802948,	0.54633887,	0.0005915242824263449,	3
425.92999482154846,	0.54937885,	0.000593200504929438,	3
426.0840947628021,	0.55242014,	0.0005949030828419754,	3
426.23819494247437,	0.55563318,	0.0006115589968039969,	3
426.392294883728,	0.55893379,	0.0006145064174498211,	3
426.5463948249817,	0.56184126,	0.0006107908183237316,	3
426.70049476623535,	0.5650701499999999,	0.0006233972294595862,	3
426.854594707489,	0.56810194,	0.0006309310928938067,	3
427.00869488716125,	0.57139834,	0.0006328544566706548,	3
427.1627948284149,	0.5744630399999999,	0.0006442665270983208,	3
427.3168947696686,	0.57754105,	0.0006562239609109646,	3
427.47099471092224,	0.5807986199999999,	0.0006603003308310162,	3
427.6250948905945,	0.58386609,	0.0006671029156573253,	3
427.77919483184814,	0.5869822,	0.0006834994262263933,	3
427.9332947731018,	0.58999289,	0.0006929077352160065,	3
428.08739471435547,	0.59315399,	0.000699196466363905,	3
428.2414948940277,	0.5964832499999999,	0.0007209773224012336,	3
428.3955948352814,	0.5996696499999999,	0.0007306242353995254,	3
428.54969477653503,	0.6026090199999999,	0.0007397848400107722,	3
428.7037947177887,	0.60580211,	0.0007599464534738514,	3
428.85789489746094,	0.60899125,	0.0007801607910318652,	3
429.0119948387146,	0.6121508499999999,	0.0007928772249264128,	3
429.16609477996826,	0.615369257,	0.0008082223608188704,	3
429.3201947212219,	0.618478511,	0.0008360147653705234,	3
429.47429490089417,	0.621367838,	0.0008560555879832274,	3
429.6283948421478,	0.62466066,	0.0008781181572380631,	3
429.7824947834015,	0.6277818789999999,	0.0009024467530267533,	3
429.93659472465515,	0.630892087,	0.0009469080411360267,	3
430.0906946659088,	0.634071905,	0.0009688518450384847,	3
430.24479484558105,	0.6371513489999999,	0.001001215235184746,	3
430.3988947868347,	0.64028034,	0.001034176396501392,	3
430.5529947280884,	0.643274594,	0.001061031369933692,	3
430.70709466934204,	0.646403995,	0.001103676489723236,	3
430.8611948490143,	0.649813999,	0.001142149557442662,	3
431.01529479026794,	0.652459797,	0.001172947579433557,	3
431.1693947315216,	0.655488886,	0.0012134190290632,	3
431.32349467277527,	0.6586767139999999,	0.001257253101621583,	3
431.4775948524475,	0.661711101,	0.001281046007961913,	3
431.6316947937012,	0.665103465,	0.001319657796967256,	3
431.78579473495483,	0.667684835,	0.00134972627350069,	3
431.9398946762085,	0.670986526,	0.001382447079419783,	3
432.09399485588074,	0.6739653609999999,	0.001410191853245242,	3
432.2480947971344,	0.67713349,	0.001435535582266096,	3
432.40219473838806,	0.679889038,	0.001454810296280581,	3
432.5562946796417,	0.682820484,	0.001472722598231538,	3
432.71039485931396,	0.6860593429999999,	0.001491161243764718,	3
432.8644948005676,	0.689085089,	0.001510190110135506,	3
433.0185947418213,	0.691714686,	0.001512588924320789,	3
433.17269468307495,	0.694667166,	0.001531086088535437,	3
433.3267946243286,	0.697768977,	0.001545348687672454,	3
433.48089480400085,	0.701158567,	0.001545352284744071,	3
433.6349947452545,	0.703971114,	0.001553963977371337,	3
433.7890946865082,	0.7068752406,	0.001572717795320241,	3
433.94319462776184,	0.7100915836,	0.001569513048260383,	3
434.0972948074341,	0.7127646656,	0.001530149188114699,	3
434.25139474868774,	0.7157039348099999,	0.001577109874838979,	3
434.4054946899414,	0.718885129,	0.0015861546173138,	3
434.55959463119507,	0.7220497900999999,	0.001587360637853681,	3
434.7136948108673,	0.7245678847,	0.001602903725536267,	3
434.867794752121,	0.7278745959999999,	0.00161042008238174,	3
435.02189469337463,	0.730827185,	0.001610535440068928,	3
435.1759946346283,	0.734103514,	0.001620320612507322,	3
435.33009481430054,	0.73692539,	0.001631093511687772,	3
435.4841947555542,	0.7400258759999999,	0.001625435217707498,	3
435.63829469680786,	0.7431083829999999,	0.001632558577398625,	3
435.7923946380615,	0.7462817359999999,	0.001638774112825092,	3
435.94649481773376,	0.748971306,	0.001633593447455416,	3
436.1005947589874,	0.7520453779999999,	0.001642557043802478,	3
436.2546947002411,	0.7553980579999999,	0.001635329408108368,	3
436.40879464149475,	0.7583596069999999,	0.001639476526977789,	3
436.5628945827484,	0.7612800559999999,	0.001627277495200814,	3
436.71699476242065,	0.764533624,	0.001631532781304154,	3
436.8710947036743,	0.767584931,	0.001624445389821171,	3
437.0252947807312,	0.770940326,	0.001612839943848393,	3
437.17929458618164,	0.77365664,	0.001611214499970889,	3
437.3334946632385,	0.776794773,	0.001606511118700932,	3
437.48749470710754,	0.779938195,	0.001590508436936464,	3
437.64169478416443,	0.7833603579999999,	0.001584703665516805,	3
437.79569458961487,	0.786424298,	0.001586849180500061,	3
437.94989466667175,	0.7895094269999999,	0.001569872115175537,	3
438.10389471054077,	0.7926867719999999,	0.001573174506355417,	3
438.25809478759766,	0.795691352,	0.001573150087688088,	3
438.4120945930481,	0.7988782409999999,	0.001561933201236819,	3
438.566294670105,	0.8019135709999999,	0.001555083272883222,	3
438.720294713974,	0.8049605449999999,	0.001561884609992445,	3
438.8744945526123,	0.808307465,	0.001552235195940208,	3
439.0284945964813,	0.811497536,	0.001552604062912428,	3
439.1826946735382,	0.81447668,	0.001557140480150055,	3
439.3366947174072,	0.8175755899999999,	0.001567921628847131,	3
439.49089455604553,	0.82080911,	0.001569950601468347,	3
439.64489459991455,	0.8239853899999999,	0.001591547017003684,	3
439.79909467697144,	0.82697197,	0.00161768177811817,	3
439.95309472084045,	0.83019276,	0.001638119688464542,	3
440.10729455947876,	0.83325457,	0.001669268436405486,	3
440.2612946033478,	0.83664918,	0.001710651701487242,	3
440.41549468040466,	0.83968133,	0.001734635296909384,	3
440.5694947242737,	0.84274527,	0.001776544171142558,	3
440.723694562912,	0.8459183699999999,	0.001835904317684058,	3
440.877694606781,	0.84921863,	0.001869394949918383,	3
441.0318946838379,	0.85214269,	0.001917656976593613,	3
441.1858947277069,	0.8553284999999999,	0.001975912279953911,	3
441.3400945663452,	0.8585228,	0.00202500151469763,	3
441.49409461021423,	0.86150832,	0.002074556513994089,	3
441.6482946872711,	0.8647418299999999,	0.002130882663255257,	3
441.80229473114014,	0.86775277,	0.002200661424688315,	3
441.95649456977844,	0.8709258799999999,	0.002260839157193519,	3
442.11049461364746,	0.87414987,	0.002307334148552137,	3
442.26469469070435,	0.87718518,	0.002376182160724806,	3
442.41869473457336,	0.8803232999999999,	0.002424613277466701,	3
442.57289457321167,	0.8831986,	0.002478151448463216,	3
442.7268946170807,	0.88659426,	0.002556857399263037,	3
442.8810946941376,	0.8895416199999999,	0.002604602074122414,	3
443.0350947380066,	0.89246355,	0.002667073219632249,	3
443.1892945766449,	0.89557625,	0.002735659177851513,	3
443.3432946205139,	0.89865185,	0.002795162573702586,	3
443.4974946975708,	0.9015991999999999,	0.002840837374615872,	3
443.65149450302124,	0.9046249799999999,	0.00291873048007902,	3
443.8056945800781,	0.90774299,	0.002970416332115332,	3
443.9597945213318,	0.91067895,	0.003043030357985765,	3
444.113894701004,	0.9138941899999999,	0.003081393931266527,	3
444.2679946422577,	0.91688522,	0.003156986775219289,	3
444.42209458351135,	0.91983766,	0.003190222422869739,	3
444.576194524765,	0.9227847,	0.003241005758367027,	3
444.73029470443726,	0.9261488999999999,	0.003305586956061975,	3
444.8843946456909,	0.92901711,	0.003349706009762594,	3
445.0384945869446,	0.93204361,	0.003385673350962071,	3
445.19259452819824,	0.93509526,	0.003443922609196839,	3
445.3466947078705,	0.93799238,	0.003479838041248094,	3
445.50079464912415,	0.94111691,	0.003511449739190639,	3
445.6548945903778,	0.94411496,	0.003562449295348245,	3
445.80899453163147,	0.9472316,	0.003598224215914832,	3
445.96309447288513,	0.95016335,	0.003651498641056988,	3
446.1171946525574,	0.95322905,	0.003674763001065765,	3
446.27129459381104,	0.95649685,	0.003707857477105066,	3
446.4253945350647,	0.9592083499999999,	0.003733248609627038,	3
446.57949447631836,	0.9624487899999999,	0.003758105722507635,	3
446.7335946559906,	0.9653354,	0.003803745014307004,	3
446.88769459724426,	0.9683488,	0.003824485490924975,	3
447.0417945384979,	0.97124067,	0.003849369891792579,	3
447.1958944797516,	0.97431773,	0.003880064336728259,	3
447.3499946594238,	0.97718739,	0.003910891741023576,	3
447.5040946006775,	0.98056537,	0.003926695884819024,	3
447.65819454193115,	0.98360636,	0.003965474034451966,	3
447.8122944831848,	0.9867261,	0.003990759940552174,	3
447.96639466285706,	0.98961824,	0.004029053398842505,	3
448.1204946041107,	0.99253708,	0.004051958250048518,	3
448.2745945453644,	0.9957710799999999,	0.00407178100713055,	3
448.42869448661804,	0.99873492,	0.004089048064561104,	3
448.5827946662903,	1.00208929,	0.004116801946530455,	3
448.73689460754395,	1.00496137,	0.004150252215328623,	3
448.8909945487976,	1.00818669,	0.004179301025322241,	3
449.04509449005127,	1.01108712,	0.0041877095801411,	3
449.19919443130493,	1.01434624,	0.004236815857058346,	3
449.3532946109772,	1.0174365,	0.00425311563659829,	3
449.50739455223083,	1.02070155,	0.004277555780625011,	3
449.6614944934845,	1.02356967,	0.004317779739962085,	3
449.81559443473816,	1.02670598,	0.004349089704098184,	3
449.9696946144104,	1.02993178,	0.004366857378645936,	3
450.12379455566406,	1.03310701,	0.00441395977850273,	3
450.2778944969177,	1.03632784,	0.004436758006710118,	3
450.4319944381714,	1.03926327,	0.00446353670688562,	3
450.5860946178436,	1.04238256,	0.004497794976797059,	3
450.7401945590973,	1.04536673,	0.004530949009745638,	3
450.89429450035095,	1.04867047,	0.00455908748032071,	3
451.0483944416046,	1.0515008799999999,	0.004592611466929337,	3
451.20249462127686,	1.05485028,	0.004622540015241462,	3
451.3565945625305,	1.05808109,	0.004656837777378784,	3
451.5106945037842,	1.0615335099999998,	0.004678572997798685,	3
451.66479444503784,	1.06417316,	0.004725542372630325,	3
451.8188946247101,	1.06752255,	0.004769876562961559,	3
451.97299456596375,	1.07066634,	0.004796499576788252,	3
452.1270945072174,	1.0736536,	0.004832566060893398,	3
452.28119444847107,	1.07707092,	0.004862499798410844,	3
452.43529438972473,	1.07992562,	0.004893639430754451,	3
452.589394569397,	1.08314526,	0.004933591258794667,	3
452.74349451065063,	1.08623477,	0.004961107849525791,	3
452.8975944519043,	1.08952978,	0.005001084866639571,	3
453.05169439315796,	1.09248343,	0.005035868303577259,	3
453.2057945728302,	1.0956141,	0.005063662470023184,	3
453.35989451408386,	1.09890067,	0.005097385322956879,	3
453.5139944553375,	1.10201952,	0.005136033172010362,	3
453.6680943965912,	1.1049564699999999,	0.005163026487871598,	3
453.8221945762634,	1.10821157,	0.005219016172127691,	3
453.9762945175171,	1.11132919,	0.00523846125534029,	3
454.13039445877075,	1.11455032,	0.005271959055305094,	3
454.2844944000244,	1.11773896,	0.005292625732300167,	3
454.43859457969666,	1.12054729,	0.00532261670970928,	3
454.5926945209503,	1.1236538,	0.005357714538008221,	3
454.746794462204,	1.12688776,	0.005375619502653016,	3
454.90089440345764,	1.1299682199999999,	0.005406169567265903,	3
455.0549945831299,	1.13294217,	0.005436390319156811,	3
455.20909452438354,	1.13606324,	0.005451174961745037,	3
455.3631944656372,	1.13897711,	0.005474958632766272,	3
455.51729440689087,	1.1421455699999998,	0.005503933525807983,	3
455.6713945865631,	1.1453720299999999,	0.005518544654884064,	3
455.8254945278168,	1.14828515,	0.005552940187694005,	3
455.97959446907043,	1.1511115699999999,	0.005569924137350382,	3
456.1336944103241,	1.15435257,	0.005581314016421118,	3
456.28779435157776,	1.15746376,	0.005590677332522581,	3
456.44189453125,	1.16045186,	0.005608576840131769,	3
456.59599447250366,	1.16356393,	0.00562931005708131,	3
456.7500944137573,	1.16619289,	0.005634625839279345,	3
456.904194355011,	1.1695067799999999,	0.005647853935892826,	3
457.0582945346832,	1.17240449,	0.005667425962311692,	3
457.2123944759369,	1.1755466399999999,	0.005667969311243068,	3
457.36649441719055,	1.1784189299999999,	0.005677981742557138,	3
457.5205943584442,	1.18160131,	0.005696653198159596,	3
457.67469453811646,	1.18459877,	0.005698039177115376,	3
457.8287944793701,	1.18780097,	0.005718046707728276,	3
457.9828944206238,	1.19073298,	0.005729086035532155,	3
458.13699436187744,	1.19359633,	0.00572965378473056,	3
458.2910945415497,	1.19664678,	0.005728708056393892,	3
458.4296944141388,	1.19948047,	0.005745296936563414,	3
458.49839448928833,	1.20006379,	0.00538038881495595,	3
458.5830943584442,	1.19897419,	0.004172846101194297,	3
458.73709440231323,	1.19568449,	0.003394083997342534,	3
458.8912944793701,	1.19256654,	0.002828073524023797,	3
459.04529452323914,	1.18945911,	0.002387939225159385,	3
459.19949436187744,	1.18635708,	0.002028632680739628,	3
459.3535945415497,	1.18303072,	0.001742599433033769,	3
459.50769448280334,	1.1801210599999998,	0.001496359359266029,	3
459.661794424057,	1.17703396,	0.001296196386633223,	3
459.81589436531067,	1.17376312,	0.001113361376490016,	3
459.96999430656433,	1.17073792,	0.0009563789737421918,	3
460.1240944862366,	1.1675643,	0.0008264718791042413,	3
460.27819442749023,	1.16449454,	0.000702286485268075,	3
460.4322943687439,	1.16142049,	0.0005888180121278765,	3
460.58639430999756,	1.15833777,	0.000501049571957951,	3
460.7404944896698,	1.15521529,	0.0004152686325212644,	3
460.89459443092346,	1.15222388,	0.0003325327634344857,	3
461.0486943721771,	1.1490820899999998,	0.0002589466621033126,	3
461.2027943134308,	1.14621779,	0.0001881983151375008,	3
461.356894493103,	1.14285037,	0.0001286957974614466,	3
461.5109944343567,	1.13991013,	6.766143072518827e-05,	3
461.66509437561035,	1.136785,	2.573653410427898e-05,	3
461.819194316864,	1.1339388499999998,	-2.948302104783152e-05,	3
461.97329449653625,	1.13081926,	-8.433510658638896e-05,	3
462.1273944377899,	1.12771985,	-0.0001176828277716774,	3
462.2814943790436,	1.12472638,	-0.0001648244705590028,	3
462.43559432029724,	1.1216456,	-0.0002132104452335646,	3
462.5896944999695,	1.11877864,	-0.0002438431051999604,	3
462.74379444122314,	1.1156446899999999,	-0.0002788740108679976,	3
462.8978943824768,	1.11256706,	-0.0003269313409773027,	3
463.05199432373047,	1.10957175,	-0.0003553099128881729,	3
463.20609426498413,	1.10641795,	-0.0004003013001403799,	3
463.3601944446564,	1.10346043,	-0.0004252224545824536,	3
463.51429438591003,	1.10043421,	-0.000463971789662029,	3
463.6683943271637,	1.09741425,	-0.0004865046563992774,	3
463.82249426841736,	1.09459886,	-0.0005225538677682208,	3
463.9765944480896,	1.09131491,	-0.0005626975111490823,	3
464.13069438934326,	1.08838299,	-0.0005882040489728138,	3
464.2847943305969,	1.08536929,	-0.0006151913897127371,	3
464.4388942718506,	1.0825296,	-0.0006586476026424933,	3
464.5929944515228,	1.0791540099999999,	-0.0006813570143114431,	3
464.7470943927765,	1.07628512,	-0.0007090005224640967,	3
464.90119433403015,	1.07317611,	-0.0007495700812542212,	3
465.0552942752838,	1.07029292,	-0.0007792372259072203,	3
465.20939445495605,	1.06712523,	-0.0008158930715190431,	3
465.3634943962097,	1.0641586699999999,	-0.0008484956174488866,	3
465.5175943374634,	1.06103938,	-0.0008778373717092452,	3
465.67169427871704,	1.05810395,	-0.0009043252305329236,	3
465.8257944583893,	1.05479732,	-0.0009360887867073471,	3
465.97989439964294,	1.05190506,	-0.0009796117575398009,	3
466.1339943408966,	1.04911226,	-0.001008908814291682,	3
466.28809428215027,	1.04596266,	-0.001040280482566099,	3
466.44219422340393,	1.04267668,	-0.001085136937488157,	3
466.5962944030762,	1.03990048,	-0.001113876207069113,	3
466.75039434432983,	1.0367004199999998,	-0.001145794660128093,	3
466.9044942855835,	1.03360933,	-0.001193537535367911,	3
467.05859422683716,	1.03039869,	-0.001226148150110455,	3
467.2126944065094,	1.02753448,	-0.001267202030957208,	3
467.36679434776306,	1.02441287,	-0.001307509241044729,	3
467.5208942890167,	1.0212349,	-0.001348402448800494,	3
467.6749942302704,	1.01793587,	-0.001382932977616149,	3
467.8290944099426,	1.01486009,	-0.001430154227305996,	3
467.9831943511963,	1.01192575,	-0.001472615172278189,	3
468.13729429244995,	1.00891238,	-0.001518717232559117,	3
468.2913942337036,	1.005555,	-0.001557417673741096,	3
468.44549441337585,	1.00232878,	-0.001614797908137233,	3
468.5995943546295,	0.99929428,	-0.001656829537233468,	3
468.7536942958832,	0.99655065,	-0.001703147935144211,	3
468.90779423713684,	0.9932574299999999,	-0.001762031965252889,	3
469.0618944168091,	0.99004969,	-0.001823696053030642,	3
469.21599435806274,	0.98673561,	-0.001864573138180923,	3
469.3700942993164,	0.9833897599999999,	-0.001925789696858662,	3
469.52419424057007,	0.9804143299999999,	-0.00198212420710233,	3
469.67829418182373,	0.97721845,	-0.002035356919775529,	3
469.832394361496,	0.9741144399999999,	-0.002096868335859387,	3
469.98649430274963,	0.97094535,	-0.002160369443914126,	3
470.1405942440033,	0.9679522199999999,	-0.002222861703280656,	3
470.29469418525696,	0.96476665,	-0.002288755123221756,	3
470.4487943649292,	0.96166031,	-0.002354361518065021,	3
470.60289430618286,	0.95850202,	-0.002422554466111643,	3
470.7569942474365,	0.9554454099999999,	-0.002486382748269254,	3
470.9110941886902,	0.95242183,	-0.002565807618308612,	3
471.0651943683624,	0.9491685,	-0.002652216373283972,	3
471.2192943096161,	0.9457841899999999,	-0.002718258447217854,	3
471.37339425086975,	0.94273199,	-0.00279961108952039,	3
471.5274941921234,	0.93958954,	-0.002874627508152618,	3
471.68159437179565,	0.9364399299999999,	-0.002949178643359553,	3
471.8356943130493,	0.93317233,	-0.003035537407321024,	3
471.989794254303,	0.9302576,	-0.003117490326015303,	3
472.14389419555664,	0.92717266,	-0.003205378246944952,	3
472.2979943752289,	0.9240561199999999,	-0.003289837706170924,	3
472.45209431648254,	0.9210999099999999,	-0.003372342555818185,	3
472.6061942577362,	0.91783118,	-0.003459490546016426,	3
472.76029419898987,	0.9148194199999999,	-0.003550332443571502,	3
472.91439414024353,	0.91164596,	-0.003635399774435027,	3
473.06849431991577,	0.90853892,	-0.003740247252079526,	3
473.22259426116943,	0.90553653,	-0.003828874492030898,	3
473.3766942024231,	0.9024809699999999,	-0.003918520613471461,	3
473.53079414367676,	0.89969115,	-0.004001703236235665,	3
473.684894323349,	0.896192,	-0.004090755893940701,	3
473.83899426460266,	0.89326951,	-0.004178582612714712,	3
473.9930942058563,	0.89030364,	-0.004265579937882437,	3
474.14719414711,	0.88739757,	-0.004346355826902897,	3
474.3012943267822,	0.8842170899999999,	-0.00443343011015053,	3
