ixdat version = 0.2.0dev
name = extended_platinum_ec
technique = EC
tstamp = 1580480022.056785
backend_name = BackendBase(none, address=none)
id = 7
timecol 'time/s' for: '$U_{RHE}$ / [V]' and '<I>/mA' and 'selector'
aliases = {"t": ["time/s"], "raw_potential": ["$U_{RHE}$ / [V]"], "raw_current": ["<I>/mA"], "selector": ["selector"]}
N_header_lines = 11

time/s,	$U_{RHE}$ / [V],	<I>/mA,	selector
191.4189977645874,	0.51909564,	0.0001859633518193887,	1
191.57309770584106,	0.5223784699999999,	0.0001878810683782635,	1
191.72719764709473,	0.5253604599999999,	0.000193735648718784,	1
191.8812975883484,	0.5283834,	0.0001990813948996857,	1
192.03539776802063,	0.5315746,	0.0002015022627115374,	1
192.1894977092743,	0.53434914,	0.0002063228761693422,	1
192.34359765052795,	0.53741385,	0.0002124245845488738,	1
192.49769759178162,	0.5404293099999999,	0.0002159874304268473,	1
192.65179753303528,	0.5436418,	0.0002193606292117322,	1
192.80589771270752,	0.54634843,	0.0002260464194483499,	1
192.95999765396118,	0.5494237399999999,	0.0002303493451806396,	1
193.11409759521484,	0.55259609,	0.0002320188571886595,	1
193.2681975364685,	0.5555630899999999,	0.0002387400659219796,	1
193.42229771614075,	0.55866247,	0.0002445344021697602,	1
193.5763976573944,	0.5613943499999999,	0.0002463617664832133,	1
193.73049759864807,	0.5645762799999999,	0.0002515897150332279,	1
193.88459753990173,	0.56764611,	0.0002582694586164455,	1
194.03869771957397,	0.57071688,	0.0002617896203094775,	1
194.19279766082764,	0.57378918,	0.0002649254707840915,	1
194.3468976020813,	0.5768733699999999,	0.0002715394622839922,	1
194.50099754333496,	0.57988381,	0.0002763531142226799,	1
194.6550977230072,	0.58289635,	0.0002783949989762164,	1
194.80919766426086,	0.5859462099999999,	0.0002852179677646336,	1
194.96329760551453,	0.5889225,	0.0002910947978112008,	1
195.1173975467682,	0.59204242,	0.0002932767113095678,	1
195.27149772644043,	0.5952432599999999,	0.000298630328842231,	1
195.4255976676941,	0.59834168,	0.0003055972025368511,	1
195.57969760894775,	0.60140399,	0.0003085460433558543,	1
195.73379755020142,	0.60471812,	0.0003117254609323042,	1
195.88789772987366,	0.6074354399999999,	0.0003190470679032354,	1
196.04199767112732,	0.6110128499999999,	0.00032300993353059,	1
196.19609761238098,	0.61399149,	0.0003264506517254026,	1
196.35019755363464,	0.6170408239999999,	0.0003334342433948968,	1
196.5042974948883,	0.620111954,	0.0003410160695605734,	1
196.65839767456055,	0.6233275939999999,	0.0003438805041929651,	1
196.8124976158142,	0.626451794,	0.0003498413725275963,	1
196.96659755706787,	0.6297837829999999,	0.0003599478725406086,	1
197.12069749832153,	0.632746067,	0.0003662884205217296,	1
197.27479767799377,	0.635948043,	0.0003717961197538993,	1
197.42889761924744,	0.6390636679999999,	0.0003835997296046077,	1
197.5829975605011,	0.642387558,	0.0003922833466799332,	1
197.73709750175476,	0.6455275229999999,	0.000400749873345757,	1
197.891197681427,	0.648811083,	0.0004147556000142234,	1
198.04529762268066,	0.651366074,	0.000429470701823764,	1
198.19939756393433,	0.654768132,	0.0004430615379890958,	1
198.353497505188,	0.657972995,	0.0004611226592801663,	1
198.50759768486023,	0.661202498,	0.0004842110427000753,	1
198.6616976261139,	0.664213218,	0.0005081221969937648,	1
198.81579756736755,	0.6673522439999999,	0.000538654332838467,	1
198.96989750862122,	0.670611352,	0.0005799455873924612,	1
199.12399768829346,	0.673723597,	0.0006317513095994067,	1
199.27809762954712,	0.6768219059999999,	0.0006987703921428573,	1
199.43219757080078,	0.6800383409999999,	0.0008002370802795197,	1
199.58629751205444,	0.6829423649999999,	0.00095774578195234,	1
199.7403974533081,	0.6860832699999999,	0.001227534422200815,	1
199.89449763298035,	0.6894782819999999,	0.001710857178410786,	1
200.048597574234,	0.692254113,	0.002413960741038154,	1
200.20269751548767,	0.695719568,	0.003207647190330162,	1
200.35679745674133,	0.69850008,	0.004004080022644518,	1
200.51089763641357,	0.701868649,	0.00482863895194368,	1
200.66499757766724,	0.7049162529999999,	0.0055181460498097,	1
200.8190975189209,	0.7081650440999999,	0.005943697026686401,	1
200.97319746017456,	0.7107511481,	0.006289005743497438,	1
201.1272976398468,	0.71400465587,	0.006888350050065644,	1
201.28139758110046,	0.7168616387,	0.00788730443292146,	1
201.43549752235413,	0.7202544171999999,	0.008138251829667986,	1
201.5895974636078,	0.7230360919,	0.007757955288987484,	1
201.74369764328003,	0.7260950869999999,	0.007452583545261196,	1
201.8977975845337,	0.728846892,	0.006738030439592861,	1
202.05189752578735,	0.732185876,	0.005773519093590501,	1
202.20599746704102,	0.7352001819999999,	0.004948630180819008,	1
202.36009764671326,	0.738375224,	0.004806717826674377,	1
202.51419758796692,	0.7411427309999999,	0.006423910257233129,	1
202.66829752922058,	0.7441862189999999,	0.01105441675150068,	1
202.82239747047424,	0.747071963,	0.01597400064383114,	1
202.9764974117279,	0.7504296189999999,	0.01828981783431863,	1
203.13059759140015,	0.75348885,	0.02221775086130376,	1
203.2846975326538,	0.7563677919999999,	0.0247268376938287,	1
203.43879747390747,	0.759372987,	0.02345114973213147,	1
203.59289741516113,	0.762471296,	0.02287854045741049,	1
203.74699759483337,	0.765565325,	0.01666987951956728,	1
203.90109753608704,	0.7685260509999999,	0.01464314655767025,	1
204.05529761314392,	0.771533825,	0.0141832451497548,	1
204.20929741859436,	0.774337042,	0.01811976840942664,	1
204.36349749565125,	0.777761329,	0.01616297823759499,	1
204.51749753952026,	0.780649331,	0.009906207496495678,	1
204.67169761657715,	0.783646513,	0.009399815648963722,	1
204.8256974220276,	0.786534522,	0.01120860523467203,	1
204.97989749908447,	0.789632369,	0.01151347257783695,	1
205.1338975429535,	0.792652864,	0.0105037165347741,	1
205.2880973815918,	0.795851391,	0.0118802857564857,	1
205.44209742546082,	0.798426766,	0.01532736252969824,	1
205.5962975025177,	0.801808644,	0.01868607897399821,	1
205.75029754638672,	0.804895912,	0.01987989696718856,	1
205.90449738502502,	0.8079587859999999,	0.01629252136681109,	1
206.05849742889404,	0.8108616359999999,	0.01215194381882112,	1
206.21269750595093,	0.813918155,	0.01057013752522495,	1
206.36669754981995,	0.81692382,	0.01099350980902072,	1
206.52089738845825,	0.8200089399999999,	0.01372425162764432,	1
206.67489743232727,	0.8231269299999999,	0.01875543119104067,	1
206.82909750938416,	0.82604145,	0.02380864707702236,	1
206.98309755325317,	0.82913293,	0.02363271853878482,	1
207.13729739189148,	0.83242049,	0.01890809410887673,	1
207.2912974357605,	0.83539223,	0.02055335920776658,	1
207.44549751281738,	0.8382876699999999,	0.02916847314691615,	1
207.5994975566864,	0.84162822,	0.02909599914627176,	1
207.7536973953247,	0.84462645,	0.01980150135908544,	1
207.90769743919373,	0.8479013,	0.01346152003811962,	1
208.0618975162506,	0.85110831,	0.009509423371660025,	1
208.21589756011963,	0.8542888399999999,	0.008129472576927033,	1
208.37009739875793,	0.85710795,	0.006805373787195527,	1
208.52409744262695,	0.86040292,	0.005816258849998757,	1
208.67829751968384,	0.86342553,	0.005258280793129744,	1
208.83229756355286,	0.86672583,	0.004830083741018926,	1
208.98649740219116,	0.86959158,	0.004491026448582618,	1
209.14049744606018,	0.87273712,	0.004224811790436218,	1
209.29469752311707,	0.87602894,	0.003902583988869487,	1
209.44869756698608,	0.87937159,	0.003667770021487216,	1
209.6028974056244,	0.88226278,	0.00361392528897507,	1
209.7568974494934,	0.88545814,	0.003618080549105826,	1
209.9110975265503,	0.88850724,	0.003589951568624072,	1
210.06509733200073,	0.89182765,	0.003595144177410484,	1
210.21929740905762,	0.89493611,	0.003608406143662556,	1
210.37329745292664,	0.89786651,	0.003602581176040121,	1
210.52749752998352,	0.9011996499999999,	0.003615460437343981,	1
210.68149733543396,	0.90419471,	0.003640848358049523,	1
210.83569741249084,	0.90747061,	0.003642369314823406,	1
210.9897973537445,	0.91061623,	0.003677250598819361,	1
211.14389753341675,	0.91370977,	0.003680280708910466,	1
211.2979974746704,	0.91667615,	0.00370899817587364,	1
211.45209741592407,	0.9200358399999999,	0.003697734874371458,	1
211.60619735717773,	0.9233662199999999,	0.003728496095439349,	1
211.76029753684998,	0.92633648,	0.003751400664596893,	1
211.91439747810364,	0.9292301199999999,	0.003766518896830148,	1
212.0684974193573,	0.93232551,	0.003777029270697285,	1
212.22259736061096,	0.9355452,	0.00380756757066332,	1
212.37669730186462,	0.93867173,	0.0038081233699198,	1
212.53079748153687,	0.9416958099999999,	0.003817677097495933,	1
212.68489742279053,	0.94489286,	0.003845147741532939,	1
212.8389973640442,	0.94822374,	0.003853620793697013,	1
212.99309730529785,	0.9512687599999999,	0.003883993375556241,	1
213.1471974849701,	0.95428943,	0.003895252223290015,	1
213.30129742622375,	0.95713804,	0.003905443618873211,	1
213.45539736747742,	0.96030181,	0.003911509123848075,	1
213.60949730873108,	0.96372695,	0.003910969605939521,	1
213.76359748840332,	0.96652892,	0.003957199038771932,	1
213.91769742965698,	0.96977213,	0.003956262685730669,	1
214.07179737091064,	0.97261321,	0.003973745352468576,	1
214.2258973121643,	0.9759254399999999,	0.004006012821294082,	1
214.37999749183655,	0.97878495,	0.004010374992414772,	1
214.5340974330902,	0.9817480999999999,	0.004020532616759064,	1
214.68819737434387,	0.98466366,	0.004058691143271703,	1
214.84229731559753,	0.98759094,	0.004069865061703246,	1
214.99639749526978,	0.99063947,	0.004105323378312778,	1
215.15049743652344,	0.99390214,	0.004122924173006429,	1
215.3045973777771,	0.99679875,	0.00414359075684595,	1
215.45869731903076,	0.99990916,	0.004157257554681923,	1
215.61279726028442,	1.0028167,	0.004186821473193741,	1
215.76689743995667,	1.00598091,	0.004209829504253807,	1
215.92099738121033,	1.00907606,	0.004237954879844442,	1
216.075097322464,	1.01210138,	0.004255529378722006,	1
216.22919726371765,	1.01509952,	0.004292674791442293,	1
216.3832974433899,	1.01782968,	0.004315000686745479,	1
216.53739738464355,	1.0212433,	0.004336794654258666,	1
216.69149732589722,	1.02394908,	0.004375047214286026,	1
216.84559726715088,	1.02703237,	0.004412217915859877,	1
216.99969744682312,	1.0301119399999998,	0.00442482809881093,	1
217.15379738807678,	1.0332484499999999,	0.004459219495096835,	1
217.30789732933044,	1.03621548,	0.004489586522400404,	1
217.4619972705841,	1.03932625,	0.004502978290235875,	1
217.61609745025635,	1.04204765,	0.004530154348514795,	1
217.77019739151,	1.04532405,	0.00455548127746587,	1
217.92429733276367,	1.0482974,	0.004579907808521834,	1
218.07839727401733,	1.05128607,	0.004603969377653111,	1
218.23249745368958,	1.05423239,	0.004626394816769047,	1
218.38659739494324,	1.05750405,	0.004636921901336721,	1
218.5406973361969,	1.06054046,	0.00466676006341683,	1
218.69479727745056,	1.06343951,	0.004696594721587455,	1
218.84889721870422,	1.0665146399999998,	0.00472699086327856,	1
219.00299739837646,	1.06969618,	0.004739396425263318,	1
219.15709733963013,	1.07295096,	0.004764398097994857,	1
219.3111972808838,	1.07588783,	0.004787850385524303,	1
219.46529722213745,	1.07878738,	0.004803555933626448,	1
219.6193974018097,	1.08184328,	0.004831001095852251,	1
219.77349734306335,	1.08523851,	0.004844469640050308,	1
219.92759728431702,	1.08842569,	0.004867213917685145,	1
220.08169722557068,	1.09152963,	0.004887972807385343,	1
220.23579740524292,	1.09451845,	0.004905275965035639,	1
220.38989734649658,	1.0976182799999998,	0.004921111217527488,	1
220.54399728775024,	1.10095986,	0.00494448456232735,	1
220.6980972290039,	1.1041044,	0.004954182126179891,	1
220.85219740867615,	1.10698121,	0.004996332677336832,	1
221.0062973499298,	1.11020261,	0.004996278285635286,	1
221.16039729118347,	1.11318463,	0.005013225740262514,	1
221.31449723243713,	1.1163516599999999,	0.005013847348791831,	1
221.46859741210938,	1.1198599,	0.005028802895542911,	1
221.62269735336304,	1.12284621,	0.005045140454284197,	1
221.7767972946167,	1.12579825,	0.00505306444836387,	1
221.93089723587036,	1.12907055,	0.005062580901514346,	1
222.08499717712402,	1.1322363599999998,	0.005075720907691317,	1
222.23909735679626,	1.13524082,	0.005072705765849908,	1
222.39319729804993,	1.13832619,	0.005080506465082457,	1
222.5472972393036,	1.14163795,	0.005089904615520471,	1
222.70139718055725,	1.14455208,	0.005083883921083887,	1
222.8554973602295,	1.14786544,	0.00510943129051037,	1
223.00959730148315,	1.1507758799999999,	0.005107585982859764,	1
223.16369724273682,	1.153988,	0.005096888720572394,	1
223.31779718399048,	1.15725246,	0.005096116844956242,	1
223.47189736366272,	1.16037449,	0.005096992975235942,	1
223.62599730491638,	1.1635391099999999,	0.005101891205060414,	1
223.78009724617004,	1.16661465,	0.005093062149303412,	1
223.9341971874237,	1.1697881799999998,	0.005096435900173328,	1
224.08829736709595,	1.17295774,	0.005094545984154895,	1
224.2423973083496,	1.17591661,	0.005088121746110126,	1
224.39649724960327,	1.17915764,	0.005086833727916726,	1
224.55059719085693,	1.18236526,	0.005092681480667091,	1
224.70469737052917,	1.18534702,	0.005078535159768027,	1
224.85879731178284,	1.18866196,	0.005093951158866183,	1
225.0128972530365,	1.19141024,	0.005087586286359719,	1
225.16699719429016,	1.19479325,	0.005087070526831841,	1
225.3210973739624,	1.19781157,	0.005073173777585524,	1
225.4596972465515,	1.2004642699999999,	0.005069390553179037,	1
225.52839732170105,	1.20195239,	0.004569910932332277,	1
225.61309719085693,	1.20008909,	0.003415112435297418,	1
225.76709723472595,	1.19696793,	0.002704039259708788,	1
225.92129731178284,	1.19415095,	0.002199229585204628,	1
226.07529735565186,	1.1907182,	0.001814047423876884,	1
226.22949719429016,	1.1875037499999999,	0.001497371802261808,	1
226.38359713554382,	1.1845700099999998,	0.001259284625778321,	1
226.53769731521606,	1.18139708,	0.001050633291255765,	1
226.69179725646973,	1.1780993899999999,	0.0008833602421923839,	1
226.8458971977234,	1.17488661,	0.0007328449704312144,	1
226.99999713897705,	1.17177993,	0.0006056442424995229,	1
227.1540973186493,	1.16880428,	0.0004965552935201798,	1
227.30819725990295,	1.16586235,	0.0003953630222551736,	1
227.46229720115662,	1.16248354,	0.0003065381369470759,	1
227.61639714241028,	1.15924754,	0.0002395888513514947,	1
227.77049732208252,	1.15611928,	0.000164072379909086,	1
227.92459726333618,	1.15314176,	0.0001032550921487141,	1
228.07869720458984,	1.14995432,	4.508969908923301e-05,	1
228.2327971458435,	1.14673945,	-1.927316596229159e-05,	1
228.38689732551575,	1.1437553999999999,	-6.213143199942632e-05,	1
228.5409972667694,	1.14043364,	-0.0001069034905609574,	1
228.69509720802307,	1.13744735,	-0.0001458718498107477,	1
228.84919714927673,	1.13424658,	-0.0001895010054440023,	1
229.00329732894897,	1.13106197,	-0.0002288875128334478,	1
229.15739727020264,	1.12801727,	-0.0002596613255285971,	1
229.3114972114563,	1.12489062,	-0.000300436598461121,	1
229.46559715270996,	1.1215740699999999,	-0.0003337952766826633,	1
229.61969709396362,	1.1184755499999999,	-0.0003615845987448951,	1
229.77379727363586,	1.11549452,	-0.0003928953270484785,	1
229.92789721488953,	1.11223954,	-0.0004314810474871844,	1
230.0819971561432,	1.10918247,	-0.0004502747120550734,	1
230.23609709739685,	1.10598662,	-0.0004997512677991159,	1
230.3901972770691,	1.10290599,	-0.0005160463877478417,	1
230.54429721832275,	1.09967222,	-0.0005433914328421309,	1
230.69839715957642,	1.09667012,	-0.0005688958235549775,	1
230.85249710083008,	1.0934012499999999,	-0.0006029683269219325,	1
231.00659728050232,	1.09050527,	-0.0006327037743122424,	1
231.16069722175598,	1.08747154,	-0.0006560030065532246,	1
231.31479716300964,	1.08411377,	-0.0006884147083992577,	1
231.4688971042633,	1.0810914,	-0.0007197009064249891,	1
231.62299728393555,	1.078253,	-0.0007405857404076217,	1
231.7770972251892,	1.0752115199999999,	-0.0007745248404863892,	1
231.93119716644287,	1.07200068,	-0.000808976732569142,	1
232.08529710769653,	1.06900948,	-0.0008305128106526061,	1
232.23939728736877,	1.0660219199999998,	-0.0008750050564297375,	1
232.39349722862244,	1.06282332,	-0.000906657383901879,	1
232.5475971698761,	1.05998429,	-0.0009254517112966508,	1
232.70169711112976,	1.05696252,	-0.0009581639053383526,	1
232.85579705238342,	1.053884,	-0.0009944790121555018,	1
233.00989723205566,	1.05095017,	-0.001028837974407468,	1
233.16399717330933,	1.04773557,	-0.001058372779721138,	1
233.318097114563,	1.04453081,	-0.001096399986839056,	1
233.47219705581665,	1.04186749,	-0.001135748260259459,	1
233.6262972354889,	1.03883004,	-0.001160934618508195,	1
233.78039717674255,	1.03563776,	-0.001202715625885847,	1
233.93449711799622,	1.0326237,	-0.001249111821099602,	1
234.08859705924988,	1.02946308,	-0.001273646259697595,	1
234.24269723892212,	1.0263814,	-0.001323332231454404,	1
234.39679718017578,	1.0236627999999999,	-0.001367568377090738,	1
234.55089712142944,	1.02055239,	-0.001400656838386846,	1
234.7049970626831,	1.01755255,	-0.001437451193901505,	1
234.85909724235535,	1.01445523,	-0.001497104097578077,	1
235.013197183609,	1.01158255,	-0.001530745655227551,	1
235.16729712486267,	1.008286,	-0.001578716370051445,	1
235.32139706611633,	1.0054149,	-0.001628159945348266,	1
235.47549724578857,	1.00232136,	-0.001680643159104963,	1
235.62959718704224,	0.99949109,	-0.001720289397503412,	1
235.7836971282959,	0.99634713,	-0.00177705894398465,	1
235.93779706954956,	0.9934574899999999,	-0.001836143659433077,	1
236.09189701080322,	0.9903104,	-0.001891191139064205,	1
236.24599719047546,	0.987367,	-0.001941717932265493,	1
236.40009713172913,	0.98418674,	-0.002012022245334755,	1
236.5541970729828,	0.98105543,	-0.002055998804244535,	1
236.70829701423645,	0.97820511,	-0.00211764385812928,	1
236.8623971939087,	0.97487834,	-0.002187764470908519,	1
237.01649713516235,	0.97194266,	-0.002246330211442112,	1
237.17059707641602,	0.9689119399999999,	-0.002308763732179468,	1
237.32469701766968,	0.96582433,	-0.002387685865771802,	1
237.47879719734192,	0.96281273,	-0.002450930224487516,	1
237.63289713859558,	0.95969538,	-0.002516308569142391,	1
237.78699707984924,	0.95648256,	-0.002592963488663939,	1
237.9410970211029,	0.95335236,	-0.002674344889581088,	1
238.09519720077515,	0.95038826,	-0.002754305396320177,	1
238.2492971420288,	0.94716406,	-0.00283316309667294,	1
238.40339708328247,	0.94415202,	-0.002924198555139455,	1
238.55749702453613,	0.94084116,	-0.002997095537540032,	1
238.71159720420837,	0.93780705,	-0.003080047173362311,	1
238.86569714546204,	0.93466666,	-0.00318110205774353,	1
239.0197970867157,	0.93171872,	-0.00326131839959266,	1
239.17389702796936,	0.92836073,	-0.003350678384509535,	1
239.32799696922302,	0.92514462,	-0.003453811759053058,	1
239.48209714889526,	0.92231233,	-0.00354689048558772,	1
239.63619709014893,	0.91905036,	-0.003633446368719012,	1
239.7902970314026,	0.91584956,	-0.003745299876180302,	1
239.94439697265625,	0.9124637999999999,	-0.003841658183649357,	1
240.0984971523285,	0.90961888,	-0.003953891145351565,	1
240.25259709358215,	0.90643568,	-0.004047364731980849,	1
240.40669703483582,	0.90325676,	-0.004164044538837813,	1
240.56079697608948,	0.90010492,	-0.004251588002262802,	1
240.71489715576172,	0.89678655,	-0.004353389113457409,	1
240.86899709701538,	0.89401361,	-0.00446997346462355,	1
241.02309703826904,	0.89049972,	-0.004567378983114351,	1
241.1771969795227,	0.88746024,	-0.004663486556035778,	1
241.33129715919495,	0.88431672,	-0.004776566469964175,	1
241.4853971004486,	0.8812652599999999,	-0.004872034561943572,	1
241.63949704170227,	0.8780309199999999,	-0.004961878642017185,	1
241.79359698295593,	0.87484513,	-0.005065825815628894,	1
241.94769716262817,	0.8717429999999999,	-0.005163513622485218,	1
242.10179710388184,	0.86888691,	-0.005260439293213182,	1
242.2558970451355,	0.86567659,	-0.005348543475563239,	1
242.40999698638916,	0.86224757,	-0.005432822172020221,	1
242.5640971660614,	0.85930177,	-0.0055055677337561,	1
242.71819710731506,	0.85628463,	-0.005572860199262494,	1
242.87229704856873,	0.8531039499999999,	-0.005657058740166865,	1
243.0263969898224,	0.85008029,	-0.005714340908979404,	1
243.18049693107605,	0.8469071699999999,	-0.005766217674982331,	1
243.3345971107483,	0.84394697,	-0.005813790543943875,	1
243.48869705200195,	0.84073904,	-0.005867356113183925,	1
243.64279699325562,	0.8376523499999999,	-0.005894373256575394,	1
243.79689693450928,	0.8345157599999999,	-0.005936310894528785,	1
243.95099711418152,	0.8316991699999999,	-0.005952651787590094,	1
244.10509705543518,	0.8284239099999999,	-0.005973685900442172,	1
244.25919699668884,	0.82547081,	-0.005970392552763132,	1
244.4132969379425,	0.82223245,	-0.005965824788568441,	1
244.56739711761475,	0.81935916,	-0.005939352163759792,	1
244.7214970588684,	0.81654227,	-0.005912844981452108,	1
244.87559700012207,	0.81336825,	-0.005878758992834715,	1
245.02969694137573,	0.81029569,	-0.00582855190344184,	1
245.18379712104797,	0.807195712,	-0.005760933378368922,	1
245.33789706230164,	0.804289688,	-0.005703072494381695,	1
245.4919970035553,	0.801284578,	-0.005618145842953476,	1
245.64609694480896,	0.798016612,	-0.005524126611799587,	1
245.8001971244812,	0.7950757039999999,	-0.005437855570478198,	1
245.95429706573486,	0.792284046,	-0.005342662918137051,	1
246.10839700698853,	0.789289672,	-0.005222678944704379,	1
246.2624969482422,	0.785807479,	-0.005105715044748355,	1
246.41659688949585,	0.783049021,	-0.004977606104450083,	1
246.5706970691681,	0.7801586429999999,	-0.004833973643881578,	1
246.72479701042175,	0.777045302,	-0.004687074448201045,	1
246.87889695167542,	0.774079506,	-0.004559316591086632,	1
247.03299689292908,	0.770805452,	-0.004408108444219697,	1
247.18709707260132,	0.7681095419999999,	-0.004263196342857462,	1
247.34119701385498,	0.764795449,	-0.004116256577422039,	1
247.49529695510864,	0.7618661409999999,	-0.003965058023927687,	1
247.6493968963623,	0.758907966,	-0.00380739341015289,	1
247.80349707603455,	0.75608588,	-0.003669441709855531,	1
247.9575970172882,	0.752698578,	-0.003531568313471803,	1
248.11169695854187,	0.749908187,	-0.003377905873404939,	1
248.26579689979553,	0.74677131,	-0.00324501733535295,	1
248.41989707946777,	0.743880989,	-0.003107799540407463,	1
248.57399702072144,	0.740961393,	-0.002967212634802222,	1
248.7280969619751,	0.737673625,	-0.00284288406475549,	1
248.88219690322876,	0.7346617449999999,	-0.00271906702567597,	1
249.036297082901,	0.731639005,	-0.002597700967493732,	1
249.19039702415466,	0.728597312,	-0.002481330687832663,	1
249.34449696540833,	0.7254687329999999,	-0.002373576589602772,	1
249.498596906662,	0.7224296206999999,	-0.002266235719607879,	1
249.65269684791565,	0.7194934655999999,	-0.00216291467135166,	1
249.8067970275879,	0.7162381116,	-0.002065602015625572,	1
249.96089696884155,	0.7133348494999999,	-0.001912575379930274,	1
250.11499691009521,	0.7103572982999999,	-0.001847802220745105,	1
250.26909685134888,	0.7072377001,	-0.001775728624676974,	1
250.42319703102112,	0.70413001,	-0.001697807320117482,	1
250.57729697227478,	0.701018673,	-0.001618400103066901,	1
250.73139691352844,	0.697830441,	-0.001548742841460081,	1
250.8854968547821,	0.6947445329999999,	-0.001481595226829385,	1
251.03959703445435,	0.691677645,	-0.001409473973176237,	1
251.193696975708,	0.6882351139999999,	-0.00134521028027583,	1
251.34779691696167,	0.685394913,	-0.001285103382209726,	1
251.50189685821533,	0.6821146499999999,	-0.001225101348069409,	1
251.65599703788757,	0.678848375,	-0.001166247698002814,	1
251.81009697914124,	0.675851103,	-0.001114482165241687,	1
251.9641969203949,	0.67250707,	-0.001073271972529604,	1
252.11829686164856,	0.669384081,	-0.001016244620077959,	1
252.2723970413208,	0.666306615,	-0.0009684430730568568,	1
252.42649698257446,	0.6630399969999999,	-0.0009297163696481269,	1
252.58059692382812,	0.6600337549999999,	-0.000882289587796287,	1
252.7346968650818,	0.6569905389999999,	-0.000847326043132356,	1
252.88879680633545,	0.6536756459999999,	-0.0008155009869626976,	1
253.0428969860077,	0.650606174,	-0.0007767774009161572,	1
253.19699692726135,	0.6475631629999999,	-0.0007454872186148922,	1
253.35109686851501,	0.644699801,	-0.0007183389904440725,	1
253.50519680976868,	0.641141664,	-0.0006879136968472224,	1
253.65929698944092,	0.63794874,	-0.0006605961757370233,	1
253.81339693069458,	0.635209825,	-0.0006369209928893966,	1
253.96749687194824,	0.631707456,	-0.0006219897586759778,	1
254.1215968132019,	0.6284117659999999,	-0.0005930289849082754,	1
254.27569699287415,	0.625488419,	-0.0005727466145658737,	1
254.4297969341278,	0.622348879,	-0.0005548033060161304,	1
254.58389687538147,	0.619249258,	-0.0005355369107798219,	1
254.73799681663513,	0.6160250119999999,	-0.0005160563958880038,	1
254.89209699630737,	0.61307581,	-0.0005086505711602244,	1
255.04619693756104,	0.60997877,	-0.0004860555584899999,	1
255.2002968788147,	0.6069044699999999,	-0.0004730911522843745,	1
255.35439682006836,	0.60375295,	-0.0004647736138158071,	1
255.5084969997406,	0.60066213,	-0.0004504346046025655,	1
255.66259694099426,	0.59758547,	-0.0004394630773355487,	1
255.81669688224792,	0.59448549,	-0.0004399335999462801,	1
255.9707968235016,	0.59146937,	-0.0004250896867158561,	1
256.12489676475525,	0.58829614,	-0.00041417210236002,	1
256.2789969444275,	0.58543057,	-0.0004080605547864737,	1
256.43309688568115,	0.5821693099999999,	-0.0004059330065333002,	1
256.5871968269348,	0.5792919799999999,	-0.0003973542570408764,	1
256.7412967681885,	0.57639648,	-0.0003928411451487268,	1
256.8953969478607,	0.57340677,	-0.0003942497066424214,	1
257.0494968891144,	0.57017637,	-0.0003882376607609248,	1
257.20359683036804,	0.56703092,	-0.000381746977624573,	1
257.3576967716217,	0.56424455,	-0.0003882315120802165,	1
257.51179695129395,	0.56130284,	-0.0003812911972686872,	1
257.6658968925476,	0.55834666,	-0.0003797638920827418,	1
257.81999683380127,	0.55504675,	-0.0003914306599661205,	1
257.97409677505493,	0.5520587499999999,	-0.0003846920755736258,	1
258.1281969547272,	0.5491692499999999,	-0.0003837995051285022,	1
258.28229689598083,	0.5460569799999999,	-0.0003888672170770636,	1
258.4363968372345,	0.54293677,	-0.0003891453599812232,	1
258.59049677848816,	0.5401314899999999,	-0.000387945008317776,	1
258.7445969581604,	0.53704314,	-0.0003925422480142204,	1
258.89869689941406,	0.53401743,	-0.0003994116079024156,	1
259.0527968406677,	0.53091839,	-0.0003957000150460312,	1
259.2068967819214,	0.52809937,	-0.000398995494905797,	1
259.3609969615936,	0.52501782,	-0.0004057730084403568,	1
259.5150969028473,	0.52187293,	-0.0004052120299887409,	1
259.66919684410095,	0.51901105,	-0.0004046346923140226,	1
259.8232967853546,	0.51588706,	-0.0004211755897517006,	1
259.9773967266083,	0.51277381,	-0.0004117525945377077,	1
260.1314969062805,	0.50966696,	-0.0004126198643577272,	1
260.2855968475342,	0.50669601,	-0.0004201482608621604,	1
260.43969678878784,	0.5037934399999999,	-0.000420120504940536,	1
260.5937967300415,	0.50066821,	-0.0004182874418677224,	1
260.74789690971375,	0.49765074,	-0.0004262432671736042,	1
260.9019968509674,	0.49466889999999997,	-0.0004245116662041385,	1
261.05609679222107,	0.49153024999999995,	-0.0004213532362361233,	1
261.21019673347473,	0.48834285,	-0.0004248487528496267,	1
261.364296913147,	0.48549248,	-0.0004293684967074259,	1
261.51839685440063,	0.48249009,	-0.000423466319691734,	1
261.6724967956543,	0.47923105999999993,	-0.000425460546600456,	1
261.82659673690796,	0.47599393999999995,	-0.0004375215860777763,	1
261.9806969165802,	0.47304061999999997,	-0.0004275688361868564,	1
262.13479685783386,	0.46982989999999997,	-0.0004248816869216118,	1
262.2888967990875,	0.46680782,	-0.0004326911788224402,	1
262.4429967403412,	0.46368529999999997,	-0.0004258487121036082,	1
262.5970969200134,	0.46054321,	-0.000425083077862801,	1
262.7511968612671,	0.45740615999999995,	-0.0004329269370127713,	1
262.90529680252075,	0.45432525999999995,	-0.0004303943664295592,	1
